id;id_video;content;norm_bitrate;complexity;complexity_class;resolution;caching;bitrate_video;framerate_video;dropped_video;bitrate_audio;dropped_audio;begin_time;screen_size;id_user;age_user;sex_user;mos
187;20;Movies;8,76;6,86;1;720;400;3654,67;30;0;44;1;2226;1920x1200;47;22;women;4
205;20;Movies;8,76;6,86;1;144;100;89,67;1;22;22;0;1984;1920x1200;47;22;women;1
214;20;Movies;8,76;6,86;1;240;1000;732,22;30;0;44;1;1284;1920x1200;47;22;women;4
243;20;Movies;8,76;6,86;1;240;200;299,78;30;0;38;4;2482;1920x1200;47;22;women;3
256;20;Movies;8,76;6,86;1;144;100;95,44;1;18;22;0;900;1920x1200;47;22;women;1
276;20;Movies;8,76;6,86;1;1080;1000;2800,11;30;0;44;1;1195;1920x1200;47;22;women;4
285;20;Movies;8,76;6,86;1;360;200;567;0;0;0;3;659;1920x1200;47;22;women;1
299;20;Movies;8,76;6,86;1;720;400;1724,89;30;1;44;5;2403;1920x1200;47;22;women;4
334;20;Movies;8,76;6,86;1;1080;1000;384;30;0;43;1;1207;1920x1200;48;25;men;5
340;20;Movies;8,76;6,86;1;1080;1000;3299,33;30;0;44;1;1516;1920x1200;48;25;men;5
351;20;Movies;8,76;6,86;1;720;400;1846;16;23;23;9;4235;1920x1200;48;25;men;2
408;20;Movies;8,76;6,86;1;480;400;941;30;0;45;3;3056;1920x1200;48;25;men;3
421;20;Movies;8,76;6,86;1;1080;1000;1414,56;30;0;44;1;2029;1920x1200;48;25;men;5
430;20;Movies;8,76;6,86;1;360;200;767;0;0;0;2;534;1920x1200;49;24;men;1
447;20;Movies;8,76;6,86;1;480;800;1029,33;30;0;43;2;1204;1920x1200;49;24;men;3
455;20;Movies;8,76;6,86;1;720;400;1392,44;11;7;16;7;1058;1920x1200;49;24;men;1
534;20;Movies;8,76;6,86;1;360;200;928,67;30;0;60;2;1913;1920x1200;49;24;men;4
544;20;Movies;8,76;6,86;1;240;200;185,22;30;0;38;2;1297;1920x1200;49;24;men;1
554;20;Movies;8,76;6,86;1;480;400;797;30;0;52;3;3351;1920x1200;49;24;men;4
557;20;Movies;8,76;6,86;1;480;400;197,22;31;0;71;2;3855;1920x1200;49;24;men;2
563;20;Movies;8,76;6,86;1;720;400;961,22;6;9;10;7;1006;1920x1200;49;24;men;2
573;20;Movies;8,76;6,86;1;144;400;74,22;10;0;21;0;1585;1920x1200;49;24;men;2
591;20;Movies;8,76;6,86;1;720;400;1012,33;30;0;44;1;3160;1920x1200;49;24;men;5
3;21;Movies;6,42;5,87;0;360;200;1412;0;1;0;4;1197;1920x1200;50;26;women;1
20;21;Movies;6,42;5,87;0;360;200;1381;0;0;0;10;1075;1920x1200;50;26;women;1
31;21;Movies;6,42;5,87;0;360;200;444,78;30;0;63;2;1649;1920x1200;50;26;women;4
593;20;Movies;8,76;6,86;1;720;400;2394,67;30;2;43;7;2665;1920x1200;50;26;women;3
599;20;Movies;8,76;6,86;1;240;200;363,44;30;0;38;2;2841;1920x1200;50;26;women;2
605;20;Movies;8,76;6,86;1;480;400;1014;0;0;0;3;497;1920x1200;50;26;women;1
35;21;Movies;6,42;5,87;0;360;200;851;30;0;65;3;3559;1920x1200;51;25;men;3
64;21;Movies;6,42;5,87;0;360;200;803,11;30;0;54;2;2588;1920x1200;51;25;men;4
87;21;Movies;6,42;5,87;0;360;200;318,11;30;0;59;3;2558;1920x1200;51;25;men;3
151;21;Movies;6,42;5,87;0;360;200;895,78;30;0;63;3;711;1920x1200;51;25;men;4
168;21;Movies;6,42;5,87;0;360;200;273;0;0;0;2;606;1920x1200;51;25;men;1
178;21;Movies;6,42;5,87;0;360;200;1416;0;0;0;3;968;1920x1200;51;25;men;1
197;21;Movies;6,42;5,87;0;360;400;1276;0;0;0;3;1122;1920x1200;51;25;men;1
210;21;Movies;6,42;5,87;0;360;200;778,89;29;0;42;3;1141;1920x1200;51;25;men;4
235;21;Movies;6,42;5,87;0;360;200;1325;0;0;0;3;835;1920x1200;51;25;men;1
253;21;Movies;6,42;5,87;0;360;200;880,44;30;0;52;3;784;1920x1200;51;25;men;4
267;21;Movies;6,42;5,87;0;360;400;2762;0;0;0;3;630;1920x1200;51;25;men;1
281;21;Movies;6,42;5,87;0;360;200;3410;0;0;0;3;519;1920x1200;51;25;men;1
315;21;Movies;6,42;5,87;0;360;200;869,11;31;0;67;3;1844;1920x1200;51;25;men;5
324;21;Movies;6,42;5,87;0;360;200;1204;0;0;0;3;1014;1920x1200;51;25;men;1
332;21;Movies;6,42;5,87;0;360;400;1003;0;1;0;3;653;1920x1200;52;29;men;1
349;21;Movies;6,42;5,87;0;360;200;866,33;30;0;59;2;1710;1920x1200;52;29;men;4
363;21;Movies;6,42;5,87;0;360;200;921;0;1;0;4;585;1366 x 768;52;29;men;1
380;21;Movies;6,42;5,87;0;360;200;1004;0;0;0;3;645;1366 x 768;52;29;men;1
384;21;Movies;6,42;5,87;0;360;400;592,78;31;0;54;2;3079;1366 x 768;52;29;men;3
406;21;Movies;6,42;5,87;0;360;200;2300;0;0;0;3;836;1366 x 768;52;29;men;1
8;22;Games;12,24;7,91;2;360;200;926,67;30;1;64;3;1968;1366 x 768;53;26;women;3
38;22;Games;12,24;7,91;2;360;200;1105,33;30;0;49;3;1944;1366 x 768;53;26;women;2
41;22;Games;12,24;7,91;2;360;200;450;30;0;62;3;2196;1366 x 768;53;26;women;4
56;22;Games;12,24;7,91;2;360;200;2730;0;0;0;3;660;1366 x 768;53;26;women;1
124;22;Games;12,24;7,91;2;360;200;453;0;0;0;3;822;1366 x 768;53;26;women;1
160;22;Games;12,24;7,91;2;360;200;555;0;0;0;2;654;1366 x 768;53;26;women;1
188;22;Games;12,24;7,91;2;360;400;783,33;29;0;42;3;1041;1366 x 768;53;26;women;3
207;22;Games;12,24;7,91;2;360;200;1207;0;0;0;3;659;1366 x 768;53;26;women;1
208;22;Games;12,24;7,91;2;360;200;1031,56;29;0;42;2;1167;1366 x 768;53;26;women;4
234;22;Games;12,24;7,91;2;360;400;948,78;29;0;52;3;1212;1366 x 768;53;26;women;3
424;21;Movies;6,42;5,87;0;360;800;985,22;30;0;76;3;1778;1366 x 768;53;26;women;3
427;21;Movies;6,42;5,87;0;360;200;810,56;30;0;52;3;775;1366 x 768;53;26;women;4
428;21;Movies;6,42;5,87;0;360;200;1399;0;0;0;2;1041;1366 x 768;53;26;women;1
436;21;Movies;6,42;5,87;0;360;400;1017,89;30;0;76;3;1596;1366 x 768;53;26;women;4
441;21;Movies;6,42;5,87;0;360;200;984,89;30;0;52;3;1261;1366 x 768;53;26;women;2
500;21;Movies;6,42;5,87;0;360;800;863,11;30;0;65;2;2161;1366 x 768;53;26;women;5
520;21;Movies;6,42;5,87;0;360;200;618,44;29;0;65;2;1214;1366 x 768;53;26;women;5
547;21;Movies;6,42;5,87;0;360;200;896,33;30;0;63;3;790;1366 x 768;53;26;women;4
565;21;Movies;6,42;5,87;0;360;400;2636;0;0;0;2;647;1366 x 768;53;26;women;1
595;21;Movies;6,42;5,87;0;360;200;2738;0;0;0;3;619;1366 x 768;53;26;women;1
608;21;Movies;6,42;5,87;0;360;400;503,33;30;0;62;3;1181;1366 x 768;53;26;women;4
611;21;Movies;6,42;5,87;0;360;200;1072;0;0;0;2;1048;1366 x 768;53;26;women;1
261;22;Games;12,24;7,91;2;360;200;733,44;30;0;55;2;1743;1920x1200;54;25;men;4
322;22;Games;12,24;7,91;2;360;200;442,11;30;0;64;3;4035;1920x1200;54;25;men;3
323;22;Games;12,24;7,91;2;360;200;1729;0;0;0;2;640;1920x1200;54;25;men;1
407;22;Games;12,24;7,91;2;360;200;1002,33;30;0;43;1;1588;1920x1200;54;25;men;5
415;22;Games;12,24;7,91;2;360;200;934,11;30;0;70;3;1835;1920x1200;54;25;men;4
1;23;Games;10,22;7,34;2;360;200;363,89;30;0;62;2;1056;1920x1200;55;22;women;3
417;22;Games;12,24;7,91;2;360;200;1454;0;0;0;2;1016;1920x1200;55;22;women;1
504;22;Games;12,24;7,91;2;360;200;516,44;30;0;60;3;1372;1920x1200;55;22;women;3
512;22;Games;12,24;7,91;2;360;200;1108,11;30;0;61;3;1221;1920x1200;55;22;women;4
519;22;Games;12,24;7,91;2;360;200;982;0;0;0;4;787;1920x1200;55;22;women;1
538;22;Games;12,24;7,91;2;360;800;452,89;30;0;63;3;2163;1920x1200;55;22;women;5
580;22;Games;12,24;7,91;2;360;400;2181;0;0;0;3;667;1920x1200;55;22;women;1
586;22;Games;12,24;7,91;2;360;800;955,56;30;0;45;3;1232;1920x1200;55;22;women;3
594;22;Games;12,24;7,91;2;360;200;1078,11;30;0;68;3;1258;1920x1200;55;22;women;3
16;23;Games;10,22;7,34;2;360;200;446,89;30;0;62;3;2216;1920x1200;56;26;men;4
28;23;Games;10,22;7,34;2;360;200;1303;0;0;0;3;1084;1920x1200;56;26;men;1
33;23;Games;10,22;7,34;2;360;200;790,56;30;0;45;3;1695;1920x1200;56;26;men;3
43;23;Games;10,22;7,34;2;360;400;806,89;30;0;54;2;768;1920x1200;56;26;men;4
63;23;Games;10,22;7,34;2;360;400;810,56;30;0;42;3;2809;1920x1200;57;24;men;3
73;23;Games;10,22;7,34;2;360;200;310,11;30;0;59;3;2335;1920x1200;57;24;men;4
101;23;Games;10,22;7,34;2;360;800;367,22;30;0;60;3;835;1920x1200;57;24;men;4
103;23;Games;10,22;7,34;2;360;200;200,78;30;0;69;2;881;1920x1200;57;24;men;2
127;23;Games;10,22;7,34;2;360;200;1015,56;29;0;42;2;1289;1920x1200;57;24;men;4
169;23;Games;10,22;7,34;2;360;800;888,22;30;0;44;2;2222;1920x1200;57;24;men;3
172;23;Games;10,22;7,34;2;360;200;1152;0;0;0;3;773;1920x1200;57;24;men;1
179;23;Games;10,22;7,34;2;360;200;778;29;0;42;3;1016;1920x1200;57;24;men;4
182;23;Games;10,22;7,34;2;360;200;392;0;1;0;3;510;1920x1200;58;28;women;1
184;23;Games;10,22;7,34;2;360;200;566;0;0;0;2;786;1920x1200;58;28;women;1
189;23;Games;10,22;7,34;2;360;400;812;30;0;0;0;2806;1920x1200;58;28;women;1
236;23;Games;10,22;7,34;2;360;200;2699;0;0;0;0;734;1920x1200;58;28;women;1
279;23;Games;10,22;7,34;2;360;200;1084,33;30;0;68;3;1190;1920x1200;59;23;women;3
290;23;Games;10,22;7,34;2;360;200;1071,67;30;0;58;3;1735;1920x1200;59;23;women;4
333;23;Games;10,22;7,34;2;360;200;444,78;30;0;60;2;1529;1920x1200;59;23;women;5
346;23;Games;10,22;7,34;2;360;200;1402;0;0;0;2;1240;1920x1200;59;23;women;1
409;23;Games;10,22;7,34;2;360;200;505,67;30;0;0;0;2260;1920x1200;59;23;women;2
2;24;Games;12,85;8,07;3;360;800;452,78;30;0;63;3;2197;1920x1200;60;20;men;4
46;24;Games;12,85;8,07;3;360;800;902,56;30;0;57;2;2834;1920x1200;60;20;men;5
66;24;Games;12,85;8,07;3;360;200;2687,67;30;0;44;1;1190;1920x1200;60;20;men;5
102;24;Games;12,85;8,07;3;360;200;1385;0;0;0;3;1323;1920x1200;60;20;men;1
129;24;Games;12,85;8,07;3;360;200;1123;0;0;0;3;656;1920x1200;60;20;men;1
134;24;Games;12,85;8,07;3;360;200;1010;0;0;0;3;645;1920x1200;60;20;men;1
143;24;Games;12,85;8,07;3;360;400;703,67;30;0;53;2;3281;1920x1200;60;20;men;4
144;24;Games;12,85;8,07;3;360;200;449,11;30;0;62;3;2186;1920x1200;60;20;men;5
434;23;Games;10,22;7,34;2;360;200;985;0;0;0;3;1377;1920x1200;60;20;men;1
464;23;Games;10,22;7,34;2;360;200;1006;0;0;0;3;623;1920x1200;60;20;men;1
489;23;Games;10,22;7,34;2;360;200;584;0;1;42;13;785;1920x1200;60;20;men;1
527;23;Games;10,22;7,34;2;360;200;785,44;30;0;48;3;2159;1920x1200;60;20;men;3
161;24;Games;12,85;8,07;3;360;400;978;30;0;51;3;1263;1366 x 768;61;27;women;4
175;24;Games;12,85;8,07;3;360;200;440,33;30;0;62;2;2776;1366 x 768;61;27;women;5
195;24;Games;12,85;8,07;3;360;800;1381;0;0;0;3;631;1366 x 768;61;27;women;1
201;24;Games;12,85;8,07;3;360;200;770,33;30;0;58;2;1005;1366 x 768;61;27;women;4
217;24;Games;12,85;8,07;3;360;200;833,78;30;0;54;3;1867;1366 x 768;61;27;women;4
226;24;Games;12,85;8,07;3;360;200;427,78;30;0;62;2;706;1366 x 768;61;27;women;5
249;24;Games;12,85;8,07;3;360;200;574,78;30;0;61;3;828;1366 x 768;61;27;women;5
259;24;Games;12,85;8,07;3;360;800;464,44;30;0;62;3;2227;1920x1200;62;24;men;4
265;24;Games;12,85;8,07;3;360;200;1137;0;0;0;3;649;1920x1200;62;24;men;1
273;24;Games;12,85;8,07;3;360;200;356;0;0;0;3;2684;1920x1200;62;24;men;1
275;24;Games;12,85;8,07;3;360;800;705,67;30;0;54;2;1062;1920x1200;62;24;men;4
337;24;Games;12,85;8,07;3;360;200;364,11;30;0;62;2;1062;1920x1200;62;24;men;5
357;24;Games;12,85;8,07;3;360;200;444,78;31;0;63;2;1727;1920x1200;62;24;men;5
475;24;Games;12,85;8,07;3;360;200;727,33;30;0;54;2;963;1920x1200;62;24;men;4
494;24;Games;12,85;8,07;3;360;200;776,56;30;0;44;3;1054;1920x1200;62;24;men;4
507;24;Games;12,85;8,07;3;360;200;821,22;30;0;59;2;4091;1920x1200;62;24;men;3
509;24;Games;12,85;8,07;3;360;200;868,56;30;0;52;3;1865;1920x1200;62;24;men;5
